Pesticide name,CAS #,Pesticide type,Mode of Action-short version,Mode of Action-Classification-site target,Survey inclusion (name),"Screened in a survey (N=0, Y=1)",Number of surveys screening (N),LD50 Oral Geometric mean (ug/bee),Oral LD50 Source,LD50 Contact Geometric mean (ug/bee),Contact LD50 Source,LOAEL Lowest sublethal significant dose of the publication per effect and exposure type (all Unit Measures),LOAEL Unit measure,"LOAEL Lowest sublethal significant dose per publication per effect and exposure type (μg bee-1, or ug bee-1 per day)",LOAEL Category (μg bee-1),SubTR (LOAEL/LD50),SubTR Category,Exposure type (oral vs contact),Exposure type (acute vs chronic),Exposure duration (h),Time (after exposure) of significant effect (h),Main feed type category,Subcategory of feed type,Feed type concentration provided (%),Bee type,Genus,Species,Species details,Sublethal effect main category,Sublethal effect sub-category,Sublethal effect-details,Original reference,Reference year,Review reference
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,0.02,ppm,,,,,Oral,Chronic,1848,,Carbohydrates,Sugar solution,30, ,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory,Impairment of the learning performances,"Li, Zhiguo, Tiantian Yu, Yanping Chen, Matthew Heerman, Jingfang He, Jingnan Huang, Hongyi Nie, and Songkun Su. 2019. “Brain Transcriptome of Honey Bees (Apis Mellifera) Exhibiting Impaired Olfactory Learning Induced by a Sublethal Dose of Imidacloprid.” Pesticide Biochemistry and Physiology 156: 36–43.",2019, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,5,ppb,,,,,Oral,Acute,,24,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Thermoregulation,Higher cluster temperature ,"Meikle, W. G., J. J. Adamczyk, M. Weiss, and A. Gregorc. ""Effects of Bee Density and Sublethal Imidacloprid Exposure on Cluster Temperatures of Caged Honey Bees."" Apidologie 49, no. 5 (Oct 2018): 581-93.",2018, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,100,ppb,,,,,Oral,Acute,,,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,Reduction of syrup consumption,"Meikle, W. G., J. J. Adamczyk, M. Weiss, and A. Gregorc. ""Effects of Bee Density and Sublethal Imidacloprid Exposure on Cluster Temperatures of Caged Honey Bees."" Apidologie 49, no. 5 (Oct 2018): 581-93.",2018, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,30,ppb,,,,,Oral,Acute,,,Carbohydrates and proteins,Sugar solution and pollen,30,Adults,Bombus,Bombus impatiens,Bombus impatiens,Behavioural,Feeding,"Slower at visiting flowers, slower to access the flowers","Morandin, Lora A., and Mark L. Winston. 2003. “Effects of Novel Pesticides on Bumble Bee (Hymenoptera: Apidae) Colony Health and Foraging Ability.” Environmental Entomology 32 (3): 555–563.",2003, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,20,g/ha,,,,,Oral,Chronic,,,,,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,"Reduction in foraging activity, repellent effect to foraging bees","Pashte, V. V., and C. S. Patil. 2017. “Impact of Different Insecticides on the Activity of Bees on Sunflower.” Res Crops2017 18 (1): 153–6.",2017, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,0.6,unclear,,,,,Contact,Acute,,0.5,,,,Adults,Apis,Apis dorsata,Apis dorsata ,Physiological,Biochemical,"Decrease of THC, increase of the percentage of prohaemocytes, plasmatocytes and granulocytes, decrease of the percentage of oenocytoids and spherulocytes","Perveen, N., and M. Ahmad. 2017. ""Toxicity of some insecticides to the haemocytes of giant honeybee, Apis dorsata F. under laboratory conditions.""  Saudi Journal of Biological Sciences 24 (5):1016-1022. doi: 10.1016/j.sjbs.2016.12.011.",2017, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,48,ppb,,,,,Oral,Chronic,,,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,"Reduce syrup consumption, foraging activity and brood size",Ramirez Romeo et al. 2005,2005,"Blacquiere, T., G. Smagghe, C. A. M. van Gestel, and V. Mommaerts. ""Neonicotinoids in Bees: A Review on Concentrations, Side-Effects and Risk Assessment."" Ecotoxicology 21, no. 4 (May 2012): 973-92."
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,109,ppb,,,,,Oral,Chronic,,24,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,"Honeybees were more often restless, exhibited trembling, were apathetic and often fell from the walls","Sánchez-Bayo, F., L. Belzunces, and J. M. Bonmatin. ""Lethal and Sublethal Effects, and Incomplete Clearance of Ingested Imidacloprid in Honey Bees (Apis Mellifera)."" Ecotoxicology 26, no. 9 (2017): 1199-206.",2017, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,20,ppb,,,,,Oral,Chronic,,,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,Decrease of foraging activity,Schmuck 1999,1999,"Blacquiere, T., G. Smagghe, C. A. M. van Gestel, and V. Mommaerts. ""Neonicotinoids in Bees: A Review on Concentrations, Side-Effects and Risk Assessment."" Ecotoxicology 21, no. 4 (May 2012): 973-92."
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,20,ppb,,,,,Oral,Chronic,1848,,Carbohydrates,Sugar solution,50,Adults,Bombus,Bombus impatiens,Bombus impatiens,Behavioural,Activity,"Reduced worker movement, consumption, wax pot production, and nectar storage, resulting in detrimental effects on colonies (queen survival and colony weight)","Scholer, J., and V. Krischik. ""Chronic Exposure of Imidacloprid and Clothianidin Reduce Queen Survival, Foraging, and Nectar Storing in Colonies of Bombus Impatiens."" Plos One 9, no. 3 (Mar 2014).",2014, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,0.5,ppb,,,,,Oral,Chronic,24,,,,,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Variations in hypopharyngeal glands (HPG) size (acinus diameter),"Smodis Skerl MIS and Gregorc A, 2010. Heat shock proteins and cell death in situ localisation in hypopharyngeal glands of honeybee (Apis mellifera carnica) workers after imidacloprid or coumaphos treatment. Apidologie, 41, 73-86.",2010,"EFSA Panel on Plant Protection, and their Residues (PPR). 2012. “Scientific Opinion on the Science behind the Development of a Risk Assessment of Plant Protection Products on Bees (Apis Mellifera, Bombus Spp. and Solitary Bees).” EFSA Journal 10 (5): 2668."
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,5,ppb,,,,,Oral,Chronic,,1800,Carbohydrates and proteins,,, ,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Reduction of the level of protein in tissue extracts (by 7% for the lowest dose and increased with time); decrease of the activity of protease,"Wilde, J., R. J. Frączek, M. Siuda, B. Bąk, F. Hatjina, and A. Miszczak. ""The Influence of Sublethal Doses of Imidacloprid on Protein Content and Proteolytic Activity in Honey Bees (Apis Mellifera L.)."" Journal of Apicultural Research 55, no. 2 (2016): 212-20.",2016, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,10,ppb,,,,,Oral,Chronic,,192,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Increase in water consumption, impairment in climbing ability, down-regulation of muscle-related genes (22 genes)","Wu, Y. Y., Q. H. Luo, C. S. Hou, Q. Wang, P. L. Dai, J. Gao, Y. J. Liu, and Q. Y. Diao. ""Sublethal Effects of Imidacloprid on Targeting Muscle and Ribosomal Protein Related Genes in the Honey Bee Apis Mellifera L."" Scientific Reports 7 (Nov 2017).",2017, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,20,ppb,,,,,Oral,Chronic,504,,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,"Effect on locomotion activity of queens, decrease of pollen stores, effect on brood production (colony development), effect on foraging and hygienic activity (on worker bees), decrease of egg-laying by queens","Wu-Smart, Judy, and Marla Spivak. 2016. “Sub-Lethal Effects of Dietary Neonicotinoid Insecticide Exposure on Honey Bee Queen Fecundity and Colony Development.” Scientific Reports 6: 32108.",2016, 
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,50,ppb,,,,,Oral,Acute,,,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Increase of the percentages of abnormal foraging behavior ,"Yang, E. C., Y. C. Chuang, Y. L. Chen, and L. H. Chang. ""Abnormal Foraging Behavior Induced by Sublethal Dosage of Imidacloprid in the Honey Bee (Hymenoptera: Apidae)."" Journal of Economic Entomology 101, no. 6 (Dec 2008): 1743-48.",2008,"Blacquiere, T., G. Smagghe, C. A. M. van Gestel, and V. Mommaerts. ""Neonicotinoids in Bees: A Review on Concentrations, Side-Effects and Risk Assessment."" Ecotoxicology 21, no. 4 (May 2012): 973-92."
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,50,ppb,,,,,Oral,Acute,,,Carbohydrates,Sugar solution,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,Negative effect on foraging behaviour,"Yang, E. C., Y. C. Chuang, Y. L. Chen, and L. H. Chang. ""Abnormal Foraging Behavior Induced by Sublethal Dosage of Imidacloprid in the Honey Bee (Hymenoptera: Apidae)."" Journal of Economic Entomology 101, no. 6 (Dec 2008): 1743-48.",2008,"Blacquiere, T., G. Smagghe, C. A. M. van Gestel, and V. Mommaerts. ""Neonicotinoids in Bees: A Review on Concentrations, Side-Effects and Risk Assessment."" Ecotoxicology 21, no. 4 (May 2012): 973-92."
Imidacloprid,138261-41-3,Insecticide,IRAC 4,IRAC 4A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.0037,PPDB|OpenFoodTox|OpenFoodTox|OpenFoodTox|OpenFoodTox,0.081,PPDB| OpenFoodTox| OpenFoodTox,0.08,ppb,,,,,Oral,Chronic,,,,,,,,,,,,,,,
Imidacloprid olefin,115086-54-9,Insecticide,IRAC 4,IRAC 4A,"APHIS, Pacific North West, ",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imidacloprid-5-hydroxy,380912-09-4,Insecticide,IRAC 4,IRAC 4A,"APHIS, Pacific North West, ",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indoxacarb,173584-44-6,Insecticide,IRAC 22,IRAC 22A,"APHIS, Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,4,0.232,PPDB,0.08,PPDB,300,ppb,,,,,Oral,Chronic,24,336,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Decrease of the acini diameters as the bee grew older. ,"Heylen, Kevin, Bruno Gobin, Lutgarde Arckens, Roger Huybrechts, and Johan Billen. ""The Effects of Four Crop Protection Products on the Morphology and Ultrastructure of the Hypopharyngeal Gland of the European Honeybee, Apis Mellifera."" Apidologie 42, no. 1 (Jan 2011): 103-16.",2011, 
Indoxacarb,173584-44-6,Insecticide,IRAC 22,IRAC 22A,"APHIS, Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,4,0.232,PPDB,0.08,PPDB,44,g/ha,,,,,Oral,Chronic,,24,,,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Reduction in honeybee activity,"Pashte, V. V., and C. S. Patil. 2017. “Impact of Different Insecticides on the Activity of Bees on Sunflower.” Res Crops2017 18 (1): 153–6.",2017, 
Iprodione,36734-19-7,Fungicide,FRAC E,FRAC 2 (E3),"APHIS, EURL, Pacific North West, Porrini et al., 2016, ",1,4,100,PPDB|OpenFoodTox,100,PPDB| OpenFoodTox,0.5,μg/bee,0.5,<1,0.005,<0.01,Oral,Chronic,144,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Abnormal morphological development in worker pupae,"Mussen, E. C., J. E. Lopez, and C. Y. S. Peng. 2004. ""Effects of selected fungicides on growth and development of larval honey bees, Apis mellifera L. (Hymenoptera : Apidae).""  Environmental Entomology 33 (5):1151-1154. doi: 10.1603/0046-225x-33.5.1151.",2004, 
Iprodione,36734-19-7,Fungicide,FRAC E,FRAC 2 (E3),"APHIS, EURL, Pacific North West, Porrini et al., 2016, ",1,4,100,PPDB|OpenFoodTox,100,PPDB| OpenFoodTox,2.2,kg/ha,,,,,Oral,Chronic,,168,,,, ,Osmia and Megachile,Multiple non-Apis,"Osmia lignaria, Megachile rotundata",Behavioural,Activity,Pollen-collecting trip time increased for Osmia lignaria and decreased for Megachile rotundata,"Artz, D. R., and T. L. Pitts-Singer. ""Effects of Fungicide and Adjuvant Sprays on Nesting Behavior in Two Managed Solitary Bees, Osmia Lignaria and Megachile Rotundata."" Plos One 10, no. 8 (Aug 2015).",2015, 
Iprovalicarb,140923-17-7,Fungicide,FRAC H,FRAC 40 (H5),"Porrini et al., 2016, Tosi et al., 2018",1,2,199,PPDB,,,,,,,,,,,,,,,,,,,,,,,,,
Isoprocarb,2631-40-5,Insecticide,IRAC 1,IRAC 1A,"APHIS, ",1,1,,,2,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Isoproturon,34123-59-6,Herbicide,HRAC C2,HRAC C2,"Calatayud-Vernich et al., 2018, ",1,1,195,PPDB,200,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Kresoxim-methyl,143390-89-0,Fungicide,FRAC C,FRAC 11,"Porrini et al., 2016, Tosi et al., 2018",1,2,110,PPDB,100,PPDB| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Kresoxim-methyl,143390-89-0,Fungicide,FRAC C,FRAC 11,"Porrini et al., 2016, Tosi et al., 2018",1,2,110,PPDB,100,PPDB| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Lambda-cyhalothrin,91465-08-06,Insecticide,IRAC 3,IRAC 3,"Calatayud-Vernich et al., 2018, EURL, Tosi et al., 2018",1,3,0.91,PPDB,0.038,PPDB,1.4919,ppm,0.001213272,<0.01,0.001333266,<0.01,Oral,Chronic, ,72,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory,Lower proportion of correct responses and lower homing rate at 2000m compared to control group; lower expression level of Nmdar1 gene and GluRA gene,"Liao, C. H., X. J. He, Z. L. Wang, A. B. Barron, B. Zhang, Z. J. Zeng, and X. B. Wu. ""Short-Term Exposure to Lambda-Cyhalothrin Negatively Affects the Survival and Memory-Related Characteristics of Worker Bees Apis Mellifera."" Archives of Environmental Contamination and Toxicology 75, no. 1 (Jul 2018): 59-65.",2018, 
Lambda-cyhalothrin,91465-08-06,Insecticide,IRAC 3,IRAC 3,"Calatayud-Vernich et al., 2018, EURL, Tosi et al., 2018",1,3,0.91,PPDB,0.038,PPDB,0.5,g/bee/week,,,,,Oral,Chronic,336,,Proteins,Pollen,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Body development,Production of smaller workers,"Baron, G. L., N. E. Raine, and M. J. F. Brown. ""Impact of Chronic Exposure to a Pyrethroid Pesticide on Bumblebees and Interactions with a Trypanosome Parasite."" Journal of Applied Ecology 51, no. 2 (Apr 2014): 460-69.",2014, 
Lambda-cyhalothrin,91465-08-06,Insecticide,IRAC 3,IRAC 3,"Calatayud-Vernich et al., 2018, EURL, Tosi et al., 2018",1,3,0.91,PPDB,0.038,PPDB,3.75,ppm,,,,,Oral,Chronic,1176,,Carbohydrates,Sugar solution,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Behavioural,Activity,"Incoordination, convulsion, gradually become apathetic, 49% decrease of nest reproduction, 36% reduction in sugar water consumption","Ceuppens, B., M. Eeraerts, T. Vleugels, G. Cnops, I. Roldan-Ruiz, and G. Smagghe. ""Effects of Dietary Lambda-Cyhalothrin Exposure on Bumblebee Survival, Reproduction, and Foraging Behavior in Laboratory and Greenhouse."" Journal of Pest Science 88, no. 4 (Dec 2015): 777-83.",2015, 
Lambda-cyhalothrin,91465-08-06,Insecticide,IRAC 3,IRAC 3,"Calatayud-Vernich et al., 2018, EURL, Tosi et al., 2018",1,3,0.91,PPDB,0.038,PPDB,37.5,ppm,,,,,Oral,Chronic,,,Carbohydrates,Sugar solution,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Behavioural,Feeding,Longer foraging bouts,"Gill, Richard J., and Nigel E. Raine. 2014. “Chronic Impairment of Bumblebee Natural Foraging Behaviour Induced by Sublethal Pesticide Exposure.” Functional Ecology 28 (6): 1459–71. https://doi.org/10.1111/1365-2435.12292.",2014, 
Lindane (BHC-gamma),58-89-9,Insecticide,IRAC 2,IRAC 2A,"APHIS, EURL, Pacific North West, ",1,3,0.011,PPDB,0.23,PPDB,2.91,ppb,,,,,Oral,Chronic,96,24,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,"Increase of the frequency of grooming, leg extensions and abdominal spasms; slight decrease of the frequency of being still","Drummond, J., S. M. Williamson, A. E. Fitchett, G. A. Wright, and S. J. Judge. ""Spontaneous Honeybee Behaviour Is Altered by Persistent Organic Pollutants."" Ecotoxicology 26, no. 1 (Jan 2017): 141-50.",2017, 
Lindane (BHC-gamma),58-89-9,Insecticide,IRAC 2,IRAC 2A,"APHIS, EURL, Pacific North West, ",1,3,0.011,PPDB,0.23,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Linuron,330-55-2,Herbicide,HRAC C2,HRAC C2,"APHIS, Pacific North West, Tosi et al., 2018",1,3,160,PPDB,120.9,PPDB,1000,ppm,,,,,Oral,Acute,,,Carbohydrates,Sugar solution,, ,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,Reduced feeding,"Elliott, R. H., D. Cmiralova, and W. G. Wellington. 1979. ""OLFACTORY REPELLENCY OF HERBICIDES TO FORAGING HONEY BEES (HYMENOPTERA, APIDAE).""  Canadian Entomologist 111 (10):1131-1135. doi: 10.4039/Ent1111131-10.",1979, 
Malaoxon,1634-78-2,NA,NA,NA,"Porrini et al., 2016, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malathion,121-75-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.4,PPDB,0.16,PPDB| OpenFoodTox| OpenFoodTox,0.029,μg/bee,0.029,<0.1,,,,,,,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,"Adults emerge with wingless, crumpled or shortened wings","Atkins, E.L. and Kellum, D. (1986). Comparative morphogenic and toxicity studies on the effect of pesticides on honeybee brood. J. Apicult. Res. PS, 242±55.",1986,"Thompson, Helen M. ""Behavioural Effects of Pesticides in Bees - Their Potential for Use in Risk Assessment."" Ecotoxicology 12, no. 1/4 (Feb-Aug 2003): 317-30."
Malathion,121-75-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.4,PPDB,0.16,PPDB| OpenFoodTox| OpenFoodTox,,,,,,,Oral,Chronic,,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Inhibitory action on amylase activity,"Kumar, S. 2017. ""Effect of pesticides on amylase activity in foragers of apis mellifera l. Under laboratory conditions.""  Pollution Research 36 (3):619-622.",2017, 
Malathion,121-75-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.4,PPDB,0.16,PPDB| OpenFoodTox| OpenFoodTox,,,,,,,Oral,Chronic,24,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Increase of Glutathione STransferase (GST) activity ,"Kumar, S. 2017. ""Effect of pesticides on glutathione S-transferase activities in forager worker bees of Apis Mellifera L.""  Biochemical and Cellular Archives 17 (1):295-299.",2017, 
Malathion monocarboxylic acid (DMA),NA,Insecticide,IRAC 19,IRAC 19,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandipropamid,374726-62-2,Fungicide,FRAC H,FRAC 40 (H5),"APHIS, Tosi et al., 2018",1,2,200,PPDB,200,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Mesotrione,104206-82-8,Herbicide,HRAC F2,HRAC F2,"APHIS, ",1,1,11,PPDB,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
